Customer,Margin Percent,Origin City,Destination City,Mode,Modes,Loads
"2GO PRODUCTS, LLC (230468-P1)",40.3,CHINO,SALT LAKE CITY,LTL,LTL,"2GO PRODUCTS, LLC (230468-P1)"
ENGINEERED SOURCE INC (51710-P1),13.41,ORANGE,LAS VEGAS,LTL,LTL,ENGINEERED SOURCE INC (51710-P1)
SITMATIC USA (94646-P1),22.24,FULLERTON,WEST CHESTER,LTL,LTL,SITMATIC USA (94646-P1)
ENVIROMOTIVE (110532-P1),15.32,COLORADO SPRINGS,MIDLAND,LTL,LTL,ENVIROMOTIVE (110532-P1)
EASYFLEX USA (58997-P1),17.97,CERRITOS,GARDENA,Enterprise,Enterprise,EASYFLEX USA (58997-P1)
ANJOEE EXPRESS INTL (230607-P1),14.5,SOUTH EL MONTE,HEBRON,LTL,LTL,ANJOEE EXPRESS INTL (230607-P1)
SITMATIC USA (94646-P1),17.5,FULLERTON,SAN ANTONIO,LTL,LTL,SITMATIC USA (94646-P1)
EASTERNCCTV (249588-P1),12.5,CITY OF INDUSTRY,HOUSTON,LTL,LTL,EASTERNCCTV (249588-P1)
POWER TRIM CO (229541-P1),12.0,POMONA,AUBURN,LTL,LTL,POWER TRIM CO (229541-P1)
DALTON WOOD WHOLESALE (122666-P1),15.98,KENT,PORTLAND,LTL,LTL,DALTON WOOD WHOLESALE (122666-P1)
PURETECK CO INC (61562-P1),12.0,POMONA,FAYETTEVILLE,LTL,LTL,PURETECK CO INC (61562-P1)
COLORADO CUSTOM (52793-P1),30.92,ANAHEIM,PLYMOUTH,LTL,LTL,COLORADO CUSTOM (52793-P1)
AFAM CONCEPTS INC (107890-P1),13.47,WATERLOO,CHICAGO,LTL,LTL,AFAM CONCEPTS INC (107890-P1)
BOLIDE TECHNOLOGY GROUP (104073-P1),13.5,SAN DIMAS,EDWARDSVILLE,LTL,LTL,BOLIDE TECHNOLOGY GROUP (104073-P1)
RUVATI USA (94478-P1),22.21,ROUND ROCK,TEMPE,LTL,LTL,RUVATI USA (94478-P1)
BAY LINE TOOL & EQUIPMENT (93996-P1),44.96,HAYWARD,MISSION,LTL,LTL,BAY LINE TOOL & EQUIPMENT (93996-P1)
REALSTONE SYSTEMS (64462-P1),18.65,TROY,BECHTELSVILLE,LTL,LTL,REALSTONE SYSTEMS (64462-P1)
ENVIROMOTIVE (110532-P1),15.27,COLORADO SPRINGS,ANAHEIM,LTL,LTL,ENVIROMOTIVE (110532-P1)
WILLIAMS BREWING (87361-P1),13.0,SAN LEANDRO,OLATHE,LTL,LTL,WILLIAMS BREWING (87361-P1)
LITE SOURCE INC (62990-P1),11.0,ONTARIO,SPOKANE,LTL,LTL,LITE SOURCE INC (62990-P1)
MATRIX AIR SYSTEMS (114161-P1),38.91,CONTOOCOOK,KENMORE,LTL,LTL,MATRIX AIR SYSTEMS (114161-P1)
MALIK GALLERY (59106-P1),11.0,HAYWARD,WILMETTE,LTL,LTL,MALIK GALLERY (59106-P1)
PULSAR PRODUCTS (50500-P1),11.0,ONTARIO,YUMA,LTL,LTL,PULSAR PRODUCTS (50500-P1)
HAMPTON POPCORN (229994-P1),12.0,BETHPAGE,PLEASANT PRAIRIE,LTL,LTL,HAMPTON POPCORN (229994-P1)
EASYFLEX USA (58997-P1),19.51,DENTON,MOULTRIE,Enterprise,Enterprise,EASYFLEX USA (58997-P1)
GMI WHEELS (234993-P1),14.04,CEDAR CITY,SCHERTZ,LTL,LTL,GMI WHEELS (234993-P1)
ENVIROMOTIVE (110532-P1),23.16,GLENOLDEN,LAKEWOOD,LTL,LTL,ENVIROMOTIVE (110532-P1)
AK ATHLETIC EQUIPMENT INC (102634-P1),11.0,CANAL WINCHESTER,COQUILLE,LTL,LTL,AK ATHLETIC EQUIPMENT INC (102634-P1)
PAPER TUBE & CORE (230578-P1),32.17,PATERSON,BALTIMORE,LTL,LTL,PAPER TUBE & CORE (230578-P1)
PRO MOTION DISTRIBUTING (92973-P1),22.49,PORTLAND,LAS VEGAS,LTL,LTL,PRO MOTION DISTRIBUTING (92973-P1)
ALPINE CORPORATION (85281-P1),19.44,COMMERCE,SUSANVILLE,LTL,LTL,ALPINE CORPORATION (85281-P1)
CINSA USA (113476-P1),37.42,LAREDO,ROCKLAND,LTL,LTL,CINSA USA (113476-P1)
REALSTONE SYSTEMS (64462-P1),16.0,TROY,SOUTHERN PINES,LTL,LTL,REALSTONE SYSTEMS (64462-P1)
KGL AMERICA (50424-P1),14.0,GARDENA,EDISON,LTL,LTL,KGL AMERICA (50424-P1)
KAHUNA CHAIR (243830-P1),22.61,COMPTON,LAS VEGAS,LTL,LTL,KAHUNA CHAIR (243830-P1)
SDS NATIONAL (102907-P1),15.0,GRAPEVINE,GRAFTON,Volume,Volume,SDS NATIONAL (102907-P1)
EASYFLEX USA (58997-P1),19.51,DENTON,WEATHERFORD,Enterprise,Enterprise,EASYFLEX USA (58997-P1)
THE DIPPER INC (95999-P1),14.73,ALVIN,MACON,LTL,LTL,THE DIPPER INC (95999-P1)
PUMPING SOLUTIONS (52530-P1),21.56,ONTARIO,SAVAGE,LTL,LTL,PUMPING SOLUTIONS (52530-P1)
EASTERNCCTV (249588-P1),11.0,CITY OF INDUSTRY,FREMONT,LTL,LTL,EASTERNCCTV (249588-P1)
DOLLAR EMPIRE LLC (114089-P1),22.52,LOS ANGELES,BAKERSFIELD,LTL,LTL,DOLLAR EMPIRE LLC (114089-P1)
ALPINE CORPORATION (85281-P1),15.0,COMMERCE,SACRAMENTO,LTL,LTL,ALPINE CORPORATION (85281-P1)
GUARDIAN ACCESS & DOOR HARDWARE (50943-P1),17.16,DALLAS,CHARLOTTE,LTL,LTL,GUARDIAN ACCESS & DOOR HARDWARE (50943-P1)
AFFORDABLE WIPERS (94566-P1),17.5,HOUSTON,KNOXVILLE,LTL,LTL,AFFORDABLE WIPERS (94566-P1)
IOWA PARTS INC (102965-P1),14.05,MARION,EASTHAMPTON,LTL,LTL,IOWA PARTS INC (102965-P1)
EASYFLEX USA (58997-P1),28.57,DENTON,LATROBE,Enterprise,Enterprise,EASYFLEX USA (58997-P1)
LLP GLOBAL (66427-P1),17.0,RANCHO CUCAMONGA,GRASS VALLEY,LTL,LTL,LLP GLOBAL (66427-P1)
EVO AMERICA LLC (104638-P1),13.5,TUALATIN,MILLERSVILLE,LTL,LTL,EVO AMERICA LLC (104638-P1)
THE NEW DIAMOND LINE CONTAINER CORPORATION (109641-P1),15.7,AKRON,CHARLOTTE,Enterprise,Enterprise,THE NEW DIAMOND LINE CONTAINER CORPORATION (109641-P1)
COOLER DEPOT (50236-P1),12.88,CITY OF INDUSTRY,ALBANY,LTL,LTL,COOLER DEPOT (50236-P1)
ADVANTAGE LIGHTING SOLUTIONS (94035-P1),20.79,HOUSTON,APPLETON,LTL,LTL,ADVANTAGE LIGHTING SOLUTIONS (94035-P1)
AK ATHLETIC EQUIPMENT INC (102634-P1),11.0,CANAL WINCHESTER,CRYSTAL BEACH,LTL,LTL,AK ATHLETIC EQUIPMENT INC (102634-P1)
CHOYCE PRODUCTS INC (103069-P1),12.0,SCOTTSDALE,GALLUP,LTL,LTL,CHOYCE PRODUCTS INC (103069-P1)
WORLD DEPOT (100744-P1),37.83,JESSUP,BETHPAGE,LTL,LTL,WORLD DEPOT (100744-P1)
ECOLOGIX ENVIRONMENTAL SYSTEMS LLC (98558-P1),39.28,SAN ANTONIO,GOSHEN,LTL,LTL,ECOLOGIX ENVIRONMENTAL SYSTEMS LLC (98558-P1)
SITMATIC USA (94646-P1),27.36,FULLERTON,SAN ANTONIO,LTL,LTL,SITMATIC USA (94646-P1)
JIAHERB INC (50655-P1),16.76,ANAHEIM,EAST HANOVER,LTL,LTL,JIAHERB INC (50655-P1)
KEVIDKO - BELEN (250042-P1),24.51,LOS ANGELES,SAN JACINTO,LTL,LTL,KEVIDKO - BELEN (250042-P1)
SHIPPING AND HANDLING (104504-P1),17.76,JACKSONVILLE,HAMMOND,LTL,LTL,SHIPPING AND HANDLING (104504-P1)
AK ATHLETIC EQUIPMENT INC (102634-P1),11.0,CANAL WINCHESTER,RONDA,LTL,LTL,AK ATHLETIC EQUIPMENT INC (102634-P1)
D&D TECHNOLOGIES (50257-P1),26.04,HUNTINGTON BEACH,TUCSON,LTL,LTL,D&D TECHNOLOGIES (50257-P1)
DALTON WOOD WHOLESALE (122666-P1),12.0,KENT,PORTLAND,LTL,LTL,DALTON WOOD WHOLESALE (122666-P1)
PACLIGHTS LLC (64270-P1),12.0,CINCINNATI,GLENDALE,LTL,LTL,PACLIGHTS LLC (64270-P1)
QUANTUM VENTURES CORPORATION (51656-P1),12.5,CITY OF INDUSTRY,MONROE,LTL,LTL,QUANTUM VENTURES CORPORATION (51656-P1)
SILVERWINGS UNIQUE (60288-P1),22.01,INGLEWOOD,EL PASO,LTL,LTL,SILVERWINGS UNIQUE (60288-P1)
ELECTRIDUCT (52487-P1),12.0,POMPANO BEACH,VISALIA,LTL,LTL,ELECTRIDUCT (52487-P1)
STONE FIREPLACES (98829-P1),19.92,ARLINGTON HEIGHTS,TAMPA,LTL,LTL,STONE FIREPLACES (98829-P1)
NOW MOVE USA (63649-P1),13.5,ARLETA,BENSENVILLE,LTL,LTL,NOW MOVE USA (63649-P1)
KEN MASON TILE (50280-P1),12.01,GARDENA,MORRISVILLE,LTL,LTL,KEN MASON TILE (50280-P1)
SUWANNEE RIVER SUPPLY (238487-P1),12.78,MADISON,NEWARK,LTL,LTL,SUWANNEE RIVER SUPPLY (238487-P1)
GOVINO (100871-P1),26.71,HOUSTON,DOWNERS GROVE,Volume,Volume,GOVINO (100871-P1)
JARROW INDUSTRIES (109658-P1),37.17,MONTCLAIR,SANTA FE SPRINGS,LTL,LTL,JARROW INDUSTRIES (109658-P1)
KINGFA GLOBAL INC (50330-P1),22.87,ONTARIO,TACOMA,LTL,LTL,KINGFA GLOBAL INC (50330-P1)
USA TECHNOLOGY CORP (81252-P1),19.47,ONTARIO,BROOKLYN,LTL,LTL,USA TECHNOLOGY CORP (81252-P1)
MALIK GALLERY (59106-P1),11.0,HAYWARD,ASHEVILLE,LTL,LTL,MALIK GALLERY (59106-P1)
PRO MOTION DISTRIBUTING (92973-P1),27.24,SAN BERNARDINO,LAS VEGAS,LTL,LTL,PRO MOTION DISTRIBUTING (92973-P1)
EX-LITE INC (89646-P1),12.0,ONTARIO,MOUNT LAUREL,LTL,LTL,EX-LITE INC (89646-P1)
NOW MOVE USA (63649-P1),13.5,SANTA FE SPRINGS,LAUDERDALE LAKES,LTL,LTL,NOW MOVE USA (63649-P1)
EXPORT TRADE SERVICES INC (104573-P1),13.36,NEW ULM,DALTON,LTL,LTL,EXPORT TRADE SERVICES INC (104573-P1)
CUSTOM CUP FACTORY (230209-P1),11.0,SOUTH EL MONTE,HESPERIA,LTL,LTL,CUSTOM CUP FACTORY (230209-P1)
KGL AMERICA (50424-P1),15.5,GARDENA,GARWOOD,LTL,LTL,KGL AMERICA (50424-P1)
MIRROR IMAGE (93977-P1),12.0,LOS ANGELES,AUSTIN,LTL,LTL,MIRROR IMAGE (93977-P1)
US MSS LOGISTICS - FONTANA (239583-P1),11.0,FONTANA,LAS VEGAS,LTL,LTL,US MSS LOGISTICS - FONTANA (239583-P1)
EEZGLOBAL INC (82586-P1),14.5,HAYWARD,PACE,LTL,LTL,EEZGLOBAL INC (82586-P1)
KAB DISTRIBUTORS INC. (234677-P1),46.32,MIRA LOMA,EMMAUS,LTL,LTL,KAB DISTRIBUTORS INC. (234677-P1)
EVA'S ESTHETICS INC dba TUEL BERODIN (87411-P1),19.62,HAYWARD,CONCORD,LTL,LTL,EVA'S ESTHETICS INC dba TUEL BERODIN (87411-P1)
ORCA BEVERAGE (108192-P1),11.0,MUKILTEO,ENGLEWOOD,LTL,LTL,ORCA BEVERAGE (108192-P1)
ALPINE CORPORATION (85281-P1),14.66,COMMERCE,PHOENIX,LTL,LTL,ALPINE CORPORATION (85281-P1)
KGL AMERICA (50424-P1),15.5,GARDENA,PHILADELPHIA,LTL,LTL,KGL AMERICA (50424-P1)
HYLIO INC (113143-P1),12.0,CLEAR LAKE,RICHMOND,LTL,LTL,HYLIO INC (113143-P1)
COWAY USA (83665-P1),16.0,GARDENA,CARROLLTON,LTL,LTL,COWAY USA (83665-P1)
ALTECH ELECTRONICS (110481-P1),11.0,PARAMOUNT,KRUM,LTL,LTL,ALTECH ELECTRONICS (110481-P1)
KGL AMERICA (50424-P1),15.5,GARDENA,RAMSEY,LTL,LTL,KGL AMERICA (50424-P1)
THE NEW DIAMOND LINE CONTAINER CORPORATION - BARB (230151-P1),25.0,AKRON,EL PASO,LTL,LTL,THE NEW DIAMOND LINE CONTAINER CORPORATION - BARB (230151-P1)
JDM CALIFORNIA MOTORS (59433-P1),35.59,COMMERCE,LAS VEGAS,LTL,LTL,JDM CALIFORNIA MOTORS (59433-P1)
FLORENCE FILTER CORP (50231-P1),21.02,COMPTON,COLUSA,LTL,LTL,FLORENCE FILTER CORP (50231-P1)
KINGFA GLOBAL INC (50330-P1),19.1,ONTARIO,NIPOMO,LTL,LTL,KINGFA GLOBAL INC (50330-P1)
SDS NATIONAL (102907-P1),14.0,PORTLAND,HAYWARD,LTL,LTL,SDS NATIONAL (102907-P1)
PREMIER PUMP AND POWER (94206-P1),24.87,VANCOUVER,MONROEVILLE,LTL,LTL,PREMIER PUMP AND POWER (94206-P1)
COOLER DEPOT (50236-P1),15.02,CITY OF INDUSTRY,JOHNSON CITY,LTL,LTL,COOLER DEPOT (50236-P1)
EX-LITE INC (89646-P1),12.0,ONTARIO,FOREST LAKE,LTL,LTL,EX-LITE INC (89646-P1)
JOHN HOWARD COMPANY (84899-P1),14.0,CHICAGO,CHINO,LTL,LTL,JOHN HOWARD COMPANY (84899-P1)
WESTERN FIBERGLASS (104464-P1),37.51,SANTA ROSA,LAS VEGAS,LTL,LTL,WESTERN FIBERGLASS (104464-P1)
COOLER DEPOT (50236-P1),13.5,CITY OF INDUSTRY,SAVANNAH,LTL,LTL,COOLER DEPOT (50236-P1)
PLATINUM ACCESS SYSTEMS (51118-P1),15.6,ONTARIO,PHOENIX,LTL,LTL,PLATINUM ACCESS SYSTEMS (51118-P1)
USA TECHNOLOGY CORP (81252-P1),54.42,LOS ANGELES,ONTARIO,LTL,LTL,USA TECHNOLOGY CORP (81252-P1)
BLUE LAKE PARTNERS (50458-P1),12.5,RIVERSIDE,CARLISLE,LTL,LTL,BLUE LAKE PARTNERS (50458-P1)
JDM WESTCOAST (111904-P1),11.0,SANTA FE SPRINGS,KAHULUI,LTL,LTL,JDM WESTCOAST (111904-P1)
KINGFA GLOBAL INC (50330-P1),28.01,ONTARIO,BROOKLYN,LTL,LTL,KINGFA GLOBAL INC (50330-P1)
ADS DENTAL SYSTEM INC (89993-P1),18.43,ONTARIO,PLANO,LTL,LTL,ADS DENTAL SYSTEM INC (89993-P1)
WINJET AUTOMOTIVE (113877-P1),12.0,CITY OF INDUSTRY,VINTON,LTL,LTL,WINJET AUTOMOTIVE (113877-P1)
MAKESY (249064-P1),17.65,IRVINE,SAN DIEGO,LTL,LTL,MAKESY (249064-P1)
LITE SOURCE INC (62990-P1),11.0,ONTARIO,FAIRFIELD,LTL,LTL,LITE SOURCE INC (62990-P1)
REALSTONE SYSTEMS (64462-P1),15.0,TROY,TROY,Enterprise,Enterprise,REALSTONE SYSTEMS (64462-P1)
ALL FOREIGN AUTO PARTS. (84825-P1),15.75,RANCHO CORDOVA,TEMPE,LTL,LTL,ALL FOREIGN AUTO PARTS. (84825-P1)
CUSTOM CUP FACTORY (230209-P1),11.0,SOUTH EL MONTE,LIBERTY LAKE,LTL,LTL,CUSTOM CUP FACTORY (230209-P1)
MI SANTUARIO (90421-P1),17.0,LOS ANGELES,BRIGHTON,LTL,LTL,MI SANTUARIO (90421-P1)
JIAHERB INC (50655-P1),27.0,PINE BROOK,ANAHEIM,Volume,Volume,JIAHERB INC (50655-P1)
SMITTY PAN MFG (89500-P1),13.5,LOMITA,TRENTON,LTL,LTL,SMITTY PAN MFG (89500-P1)
JDM WESTCOAST (111904-P1),11.0,SANTA FE SPRINGS,NEWBURGH,LTL,LTL,JDM WESTCOAST (111904-P1)
ALEDDRA (105055-P1),14.5,EL MONTE,RENTON,LTL,LTL,ALEDDRA (105055-P1)
THE NEW DIAMOND LINE CONTAINER CORPORATION (109641-P1),18.12,AKRON,FRANKFORT,LTL,LTL,THE NEW DIAMOND LINE CONTAINER CORPORATION (109641-P1)
PLATINUM ACCESS SYSTEMS (51118-P1),21.68,ONTARIO,LAS VEGAS,LTL,LTL,PLATINUM ACCESS SYSTEMS (51118-P1)
SHARRATT PROVISION INC (92018-P1),17.32,LOGAN,SAINT JOSEPH,LTL,LTL,SHARRATT PROVISION INC (92018-P1)
PLATFORM DISPLAYS (104694-P1),13.28,BEND,SALEM,LTL,LTL,PLATFORM DISPLAYS (104694-P1)
INNOVATIVE BEVERAGE CONCEPTS INC (229777-P1),12.63,IRVINE,LOS ANGELES,LTL,LTL,INNOVATIVE BEVERAGE CONCEPTS INC (229777-P1)
BLUE LAKE PARTNERS (50458-P1),12.51,RIVERSIDE,BYHALIA,LTL,LTL,BLUE LAKE PARTNERS (50458-P1)
ACCUTEK IMAGING (88657-P1),14.0,CHINO,SAINT PAUL,LTL,LTL,ACCUTEK IMAGING (88657-P1)
KEN MASON TILE (50280-P1),12.0,GARDENA,MINNEAPOLIS,LTL,LTL,KEN MASON TILE (50280-P1)
THE NEW DIAMOND LINE CONTAINER CORPORATION (109641-P1),14.0,AKRON,TOLEDO,LTL,LTL,THE NEW DIAMOND LINE CONTAINER CORPORATION (109641-P1)
KINGFA GLOBAL INC (50330-P1),17.5,ONTARIO,PETALUMA,LTL,LTL,KINGFA GLOBAL INC (50330-P1)
MO' MONEY ASSOCIATES (232897-P1),12.0,MOBILE,NORTH LAS VEGAS,LTL,LTL,MO' MONEY ASSOCIATES (232897-P1)
MEADOW DECOR (61999-P1),12.0,ONTARIO,NEW BRAUNFELS,LTL,LTL,MEADOW DECOR (61999-P1)
WORLD DEPOT (100744-P1),14.51,JESSUP,WENDELL,LTL,LTL,WORLD DEPOT (100744-P1)
"LASER EXPRESS, INC. (60791-P1)",17.61,CARROLLTON,TIFTON,LTL,LTL,"LASER EXPRESS, INC. (60791-P1)"
ADS DENTAL SYSTEM INC (89993-P1),24.6,ONTARIO,ALBUQUERQUE,LTL,LTL,ADS DENTAL SYSTEM INC (89993-P1)
PLANTATION CANDIES (93930-P1),17.78,TELFORD,ASHEVILLE,LTL,LTL,PLANTATION CANDIES (93930-P1)
BENNER CHINA & GLASSWARE INC (112412-P1),22.08,JACKSONVILLE,NEW CASTLE,LTL,LTL,BENNER CHINA & GLASSWARE INC (112412-P1)
HARIO NORTH AMERICA (86055-P1),14.27,ALHAMBRA,PHILADELPHIA,LTL,LTL,HARIO NORTH AMERICA (86055-P1)
BLUE LAKE PARTNERS (50458-P1),11.0,RIVERSIDE,KANSAS CITY,LTL,LTL,BLUE LAKE PARTNERS (50458-P1)
EMOJO BIKE (105217-P1),13.86,IRVINE,BREMERTON,LTL,LTL,EMOJO BIKE (105217-P1)
AQUA ULTRAVIOLET (105519-P1),13.83,TEMECULA,DES MOINES,LTL,LTL,AQUA ULTRAVIOLET (105519-P1)
MEXI-LAND (60970-P1),28.06,CITY OF INDUSTRY,LAS VEGAS,LTL,LTL,MEXI-LAND (60970-P1)
BEST SHEET METAL (50790-P1),14.0,POMONA,SAN ANTONIO,LTL,LTL,BEST SHEET METAL (50790-P1)
KANSA TRANSPORT INC (251287-P1),23.53,Algonquin,Bangor,Truckload Expedited,Truckload Expedited,KANSA TRANSPORT INC (251287-P1)
ULTIMATE SOLUTIONS (116590-P1),14.5,ENGLEWOOD,CHULA VISTA,LTL,LTL,ULTIMATE SOLUTIONS (116590-P1)
WORLD DEPOT (100744-P1),14.5,BOLINGBROOK,EDWARDSVILLE,LTL,LTL,WORLD DEPOT (100744-P1)
SDS NATIONAL (102907-P1),14.0,WEST CHICAGO,FOLCROFT,LTL,LTL,SDS NATIONAL (102907-P1)
REALSTONE SYSTEMS (64462-P1),38.37,TROY,EAST QUOGUE,LTL,LTL,REALSTONE SYSTEMS (64462-P1)
NOW MOVE USA (63649-P1),13.5,CHAMBERSBURG,UNIONTOWN,LTL,LTL,NOW MOVE USA (63649-P1)
SUWANNEE RIVER SUPPLY (238487-P1),19.17,MADISON,FORT MYERS,LTL,LTL,SUWANNEE RIVER SUPPLY (238487-P1)
ATHENA MEDICAL PRODUCTS INC (97179-P1),15.16,ELKHART,BLUE ASH,LTL,LTL,ATHENA MEDICAL PRODUCTS INC (97179-P1)
ECOLOGIX ENVIRONMENTAL SYSTEMS LLC (98558-P1),27.53,SEEKONK,CAMBRIDGE,LTL,LTL,ECOLOGIX ENVIRONMENTAL SYSTEMS LLC (98558-P1)
REALSTONE SYSTEMS (64462-P1),19.5,TROY,WILDWOOD,LTL,LTL,REALSTONE SYSTEMS (64462-P1)
SNOW JOE - LACY WA (245750-P1),11.0,LACEY,NORTH CANTON,LTL,LTL,SNOW JOE - LACY WA (245750-P1)
CAMERICH USA (59906-P1),3.31,Renton,Miami,Truckload,Truckload,CAMERICH USA (59906-P1)
JOCKIMO INC (52554-P1),16.46,CHARLESTON,SEATTLE,LTL,LTL,JOCKIMO INC (52554-P1)
REALSTONE SYSTEMS (64462-P1),18.11,ONTARIO,LAKE HAVASU CITY,Enterprise,Enterprise,REALSTONE SYSTEMS (64462-P1)
KINGHOOD INTERNATIONAL LOGISTICS (240864-P1),36.57,CORONA,FALL RIVER,LTL,LTL,KINGHOOD INTERNATIONAL LOGISTICS (240864-P1)
REALSTONE SYSTEMS (64462-P1),15.0,TROY,AUSTIN,Enterprise,Enterprise,REALSTONE SYSTEMS (64462-P1)
NOW MOVE USA (63649-P1),12.56,SUN VALLEY,COTATI,LTL,LTL,NOW MOVE USA (63649-P1)
GOLD EAGLE USA (94488-P1),12.0,FRESNO,PALM BEACH,LTL,LTL,GOLD EAGLE USA (94488-P1)
TNT SOLUTION KC LLC (109564-P1),12.0,GARLAND,GALVESTON,LTL,LTL,TNT SOLUTION KC LLC (109564-P1)
W&W WHOLESALE INC (89812-P1),19.5,EDISON,SAN DIEGO,LTL,LTL,W&W WHOLESALE INC (89812-P1)
WORLD DEPOT (100744-P1),14.5,YPSILANTI,AZUSA,LTL,LTL,WORLD DEPOT (100744-P1)
TAOKAENOI USA INC DBA NORA SNACKS (88282-P1),39.62,ROCKAWAY,LONG ISLAND CITY,LTL,LTL,TAOKAENOI USA INC DBA NORA SNACKS (88282-P1)
SNAX IN PAX (249372-P1),20.49,WESTMINSTER,TOPEKA,LTL,LTL,SNAX IN PAX (249372-P1)
SHIPIT4US LLC (107170-P1),12.0,FRESNO,EL PASO,LTL,LTL,SHIPIT4US LLC (107170-P1)
GREEN POWER BATTERIES (105428-P1),12.0,OWENSBORO,TROY,LTL,LTL,GREEN POWER BATTERIES (105428-P1)
SHARK WHEEL (246118-P1),9.09,Lake Forest,Anaheim,Truckload,Truckload,SHARK WHEEL (246118-P1)
WICKS ROOFING & SOLAR INC (251187-P1),26.83,Carson,San Luis Obispo,Truckload,Truckload,WICKS ROOFING & SOLAR INC (251187-P1)
FARM PLASTIC SUPPLY (96226-P1),12.0,PLYMOUTH,HUTTONSVILLE,LTL,LTL,FARM PLASTIC SUPPLY (96226-P1)
UNIQUE TRONICS (61690-P1),12.5,VAN NUYS,NEWBURGH,LTL,LTL,UNIQUE TRONICS (61690-P1)
THREE KINGS (242095-P1),23.5,Watertown,Sayreville,Truckload,Truckload,THREE KINGS (242095-P1)
DIVERSIFIED HOSPITALITY SOLUTIONS (67865-P1),35.25,RIALTO,LAS VEGAS,Volume,Volume,DIVERSIFIED HOSPITALITY SOLUTIONS (67865-P1)
PACKAIR AIRFREIGHT INC (88959-P1),17.0,CROMWELL,GARDENA,LTL,LTL,PACKAIR AIRFREIGHT INC (88959-P1)
DALTON WOOD WHOLESALE (122666-P1),15.0,ADAIRSVILLE,JEFFERSON CITY,LTL,LTL,DALTON WOOD WHOLESALE (122666-P1)
TOMEI POWERED USA (110700-P1),15.61,LAKE FOREST,COTTAGE GROVE,LTL,LTL,TOMEI POWERED USA (110700-P1)
DENBESTE MOTORSPORTS (246749-P1),14.48,VALENCIA,WINDSOR,LTL,LTL,DENBESTE MOTORSPORTS (246749-P1)
JL WINGERT COMPANY (88594-P1),12.9,GARDEN GROVE,TOLEDO,LTL,LTL,JL WINGERT COMPANY (88594-P1)
STEPHEN GOULD CORP - SAN DIEGO (106301-P1),13.5,MECHANICSBURG,SAN DIEGO,LTL,LTL,STEPHEN GOULD CORP - SAN DIEGO (106301-P1)
NOW MOVE USA (63649-P1),12.0,BROOKLYN,PORTLAND,LTL,LTL,NOW MOVE USA (63649-P1)
WANDA LOGISTICS INC (66435-P1),15.5,POMONA,PATTERSON,LTL,LTL,WANDA LOGISTICS INC (66435-P1)
IN DEMAND MARKETING LLC (228459-P1),29.25,RIALTO,CARLSBAD,LTL,LTL,IN DEMAND MARKETING LLC (228459-P1)
KGL AMERICA (50424-P1),14.0,SAN DIEGO,HIDALGO,LTL,LTL,KGL AMERICA (50424-P1)
LOGIC-OLOGY (108022-P1),17.0,VAUGHAN,REPUBLIC,LTL,LTL,LOGIC-OLOGY (108022-P1)
CINSA USA (113476-P1),12.0,LAREDO,MEDINA,Volume,Volume,CINSA USA (113476-P1)
LCI PRODUCTS (95846-P1),12.5,SOUTHFIELD,FRANKLIN,LTL,LTL,LCI PRODUCTS (95846-P1)
CUBE CARE (101776-P1),14.78,ORANGEBURG,OPA LOCKA,LTL,LTL,CUBE CARE (101776-P1)
MI SANTUARIO (90421-P1),24.06,LOS ANGELES,ELIZABETH,LTL,LTL,MI SANTUARIO (90421-P1)
NOW MOVE USA (63649-P1),13.5,EAST ELMHURST,RIALTO,LTL,LTL,NOW MOVE USA (63649-P1)
EASYFLEX USA (58997-P1),13.5,DENTON,LAKESIDE,LTL,LTL,EASYFLEX USA (58997-P1)
GENERAL RESTAURANT EQUIPMENT CO (88742-P1),21.86,LOS ANGELES,SAN YSIDRO,LTL,LTL,GENERAL RESTAURANT EQUIPMENT CO (88742-P1)
ENERGETIC LIGHTING (69015-P1),14.5,CHINO,DICKSON,LTL,LTL,ENERGETIC LIGHTING (69015-P1)
WORLD DEPOT (100744-P1),16.0,BOLINGBROOK,FRESNO,LTL,LTL,WORLD DEPOT (100744-P1)
ALLOCACOC (50262-P1),14.48,ONTARIO,SAN FRANCISCO,LTL,LTL,ALLOCACOC (50262-P1)
CLEANIS (108759-P1),13.0,CHICAGO,OAKDALE,LTL,LTL,CLEANIS (108759-P1)
KILO E  LIQUIDS (240988-P1),12.99,LA MIRADA,DALLAS,LTL,LTL,KILO E  LIQUIDS (240988-P1)
SDS NATIONAL (102907-P1),21.73,DURHAM,LA VERGNE,LTL,LTL,SDS NATIONAL (102907-P1)
SITMATIC USA (94646-P1),23.76,FULLERTON,COLUMBUS,LTL,LTL,SITMATIC USA (94646-P1)
W&W WHOLESALE INC (89812-P1),43.3,PASSAIC,SAN DIEGO,LTL,LTL,W&W WHOLESALE INC (89812-P1)
AQUAVIAN FREIGHT (65967-P1),14.24,CITY OF INDUSTRY,SANTA CLARA,LTL,LTL,AQUAVIAN FREIGHT (65967-P1)
WORLD DEPOT (100744-P1),16.67,JESSUP,EDGEWATER PARK,LTL,LTL,WORLD DEPOT (100744-P1)
GRAYSON LUXURY -- DNS (105305-P1),16.0,HILDEBRAN,CHESTER,LTL,LTL,GRAYSON LUXURY -- DNS (105305-P1)
